system_code,name,manged_by,category,grades,open_date,address,city,state,zip,principal_name,district_code,pr_overall,progress_grade,performance_grade,env_grade,readiness_grade,2012_grade,2011_grade,2010_grade,,,,,,,,
20K748,P.S. 748 Brooklyn School for Global Scholars,DOE,Elementary,"PK,0K,01,02,03,04,SE",Jul 1 2010,1664 BENSON AVENUE,BROOKLYN,NY,11214,Ursula Annio,20,.,.,.,.,.,,,,,,,,,,,
20K971,"School of Math, Science, and Healthy Living",DOE,Elementary,"PK,0K,01,02,03,SE",Jul 1 2010,6214 4TH AVENUE,BROOKLYN,NY,11220,Ruth Stanislaus,20,,,,,.,,,,,,,,,,,
21K090,P.S. 90 Edna Cohen School,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1965,2840 WEST 12 STREET,BROOKLYN,NY,11224,GRETA HAWKINS,21,A,A,A,A,B,A,A,B,,,,,,,,
21K095,P.S. 095 The Gravesend,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1915,345 VAN SICKLEN STREET,BROOKLYN,NY,11223,Janet Ndzibah,21,C,F,B,B,.,B,B,B,,,,,,,,
21K096,I.S. 096 Seth Low,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1929,99 AVENUE P,BROOKLYN,NY,11204,Erin Lynch,21,B,B,B,C,B,A,A,A,,,,,,,,
21K097,P.S. 97 The Highlawn,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1921,1855 STILLWELL AVENUE,BROOKLYN,NY,11223,Maria Famoso,21,B,B,C,B,F,B,,,,,,,,,,
21K098,I.S. 98 Bay Academy,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jun 20 1997,1401 EMMONS AVENUE,BROOKLYN,NY,11235,MARIA TIMO,21,C,D,B,B,F,C,B,B,,,,,,,,
21K099,P.S. 099 Isaac Asimov,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1914,1120 EAST 10 STREET,BROOKLYN,NY,11230,GREGORY PIRRAGLIA,21,C,C,B,B,D,B,B,B,,,,,,,,
21K100,P.S. 100 The Coney Island School,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1924,2951 WEST 3 STREET,BROOKLYN,NY,11224,Katherine A. Moloney,21,C,B,B,F,B,B,C,B,,,,,,,,
21K101,P.S. 101 The Verrazano,DOE,Elementary,"0K,01,02,03,04,05,SE",Jul 1 1927,2360 BENSON AVENUE,BROOKLYN,NY,11214,GREGG KORROL,21,F,D,F,D,F,D,C,,,,,,,,,
21K121,P.S. 121 Nelson A. Rockefeller,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1929,5301 20 AVENUE,BROOKLYN,NY,11204,Anthony Mungioli,21,C,D,B,C,B,C,B,B,,,,,,,,
21K128,P.S. 128 Bensonhurst,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1900,2075 84 STREET,BROOKLYN,NY,11214,Jessica Drzewucki,21,B,A,D,B,B,B,,,,,,,,,,
21K153,P.S. 153 Homecrest,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1908,1970 HOMECREST AVENUE,BROOKLYN,NY,11229,Carl SantaMaria,21,D,C,D,D,D,D,,,,,,,,,,
21K177,P.S. 177 The Marlboro,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1924,346 AVENUE P,BROOKLYN,NY,11204,SHOSHANA SINGER,21,D,C,D,C,C,D,D,F,,,,,,,,
21K188,P.S. 188 Michael E. Berdy,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1924,3314 NEPTUNE AVENUE,BROOKLYN,NY,11224,Frederick M. Tudda,21,A,A,B,B,C,B,A,B,,,,,,,,
21K199,P.S. 199 Frederick Wachtel,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1930,1100 ELM AVENUE,BROOKLYN,NY,11230,ROSALIA BACARELLA,21,C,C,D,B,.,F,C,.,,,,,,,,
21K209,P.S. 209 Margaret Mead,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1930,2609 EAST 7 STREET,BROOKLYN,NY,11235,Frances Locurcio,21,C,C,B,B,.,B,B,.,,,,,,,,
21K212,P.S. 212 Lady Deborah Moody,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1925,87 BAY 49 STREET,BROOKLYN,NY,11214,JOSEPHINE MARSELLA,21,A,A,A,B,A,A,,,,,,,,,,
21K215,P.S. 215 Morris H. Weiss,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1925,415 AVENUE S,BROOKLYN,NY,11223,ANTONELLA BOVE,21,B,B,A,B,.,B,B,A,,,,,,,,
21K216,P.S. 216 Arturo Toscanini,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1925,350 AVENUE X,BROOKLYN,NY,11223,CELIA KAPLINSKY,21,C,C,B,B,.,B,A,B,,,,,,,,
21K225,P.S. K225 - The Eileen E. Zaglin,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1928,1075 OCEAN VIEW AVENUE,BROOKLYN,NY,11235,JOSEPH MONTEBELLO,21,A,A,B,B,.,B,B,A,,,,,,,,
21K226,P.S. 226 Alfred De B.Mason,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1930,6006 23 AVENUE,BROOKLYN,NY,11204,SHERRY TANNENBAUM,21,A,A,A,A,.,A,A,A,,,,,,,,
21K228,I.S. 228 David A. Boody,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1930,228 AVENUE S,BROOKLYN,NY,11223,DOMINICK D'ANGELO,21,C,C,A,B,.,B,B,B,,,,,,,,
21K238,P.S. 238 Anne Sullivan,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1931,1633 EAST 8 STREET,BROOKLYN,NY,11223,Harla Joy Musoff-Weiss,21,B,C,B,B,.,B,B,A,,,,,,,,
21K239,Mark Twain I.S. 239 for the Gifted & Talented,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1937,2401 NEPTUNE AVENUE,BROOKLYN,NY,11224,"DITOLLA, KAREN",21,A,A,B,A,.,B,A,A,,,,,,,,
21K253,P.S. 253,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1938,601 OCEANVIEW AVENUE,BROOKLYN,NY,11235,Lisa Speroni,21,A,A,A,A,.,A,A,B,,,,,,,,
21K281,I.S. 281 Joseph B Cavallaro,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1966,8787 24 AVENUE,BROOKLYN,NY,11214,Maria Bender,21,C,C,B,B,.,B,B,D,,,,,,,,
21K288,P.S. 288 The Shirley Tanyhill,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1962,2950 WEST 25 STREET,BROOKLYN,NY,11224,Joelene-Lynette Kinard,21,A,A,B,A,.,A,C,B,,,,,,,,
21K303,I.S. 303 Herbert S. Eisenberg,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1965,501 WEST AVENUE,BROOKLYN,NY,11224,CARMEN AMADOR,21,A,A,A,A,.,A,A,A,,,,,,,,
21K329,P.S. 329 Surfside,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1974,2929 WEST 30 STREET,BROOKLYN,NY,11224,SALEMA MARBURY,21,A,A,A,A,.,B,A,A,,,,,,,,
21K337,International High School at Lafayette,DOE,High school,"09,10,11,12",Jul 1 2005,2630 BENSON AVENUE,BROOKLYN,NY,11214,Jon Harriman,21,A,A,B,C,.,A,B,B,,,,,,,,
21K344,Rachel Carson High School for Coastal Studies,DOE,High school,"09,10,11,12,SE",Jul 1 2005,521 WEST AVENUE,BROOKLYN,NY,11224,EDWARD WILENSKY,21,A,A,A,A,.,A,A,A,,,,,,,,
21K348,High School of Sports Management,DOE,High school,"09,10,11,12,SE",Jul 1 2005,2630 BENSON AVENUE,BROOKLYN,NY,11214,ROBIN PITTS,21,D,C,F,C,.,C,C,C,,,,,,,,
21K410,Abraham Lincoln High School,DOE,High school,"09,10,11,12,SE",Jul 1 1930,2800 OCEAN PARKWAY,BROOKLYN,NY,11235,Ari Hoogenboom,21,A,B,B,A,.,B,B,B,,,,,,,,
21K468,Kingsborough Early College School,DOE,Secondary School,"06,07,08,09,10,11,12,SE",Jul 1 2006,2630 BENSON AVENUE,BROOKLYN,NY,11214,CONNIE HAMILTON,21,C,D,C,B,.,A,C,C,,,,,,,,
21K525,Edward R. Murrow High School,DOE,High school,"09,10,11,12,SE",Jul 1 1974,1600 AVENUE L,BROOKLYN,NY,11230,Allen Barge,21,B,B,B,C,.,A,B,B,,,,,,,,
21K540,John Dewey High School,DOE,High school,"09,10,11,12,SE",Jul 1 1969,50 AVENUE X,BROOKLYN,NY,11223,Kathleen Elvin,21,A,A,A,A,.,A,A,A,,,,,,,,
21K559,Life Academy High School for Film and Music,DOE,High school,"09,10,11,12,SE",Jul 1 2007,2630 BENSON AVENUE,BROOKLYN,NY,11214,Lisa Ferraiola,21,A,A,B,B,.,A,A,A,,,,,,,,
21K572,Expeditionary Learning School for Community Leaders,DOE,High school,"09,10,11,12,SE",Jul 1 2007,2630 BENSON AVENUE,BROOKLYN,NY,11214,David Ohara,21,B,B,B,D,.,C,A,B,,,,,,,,
21K620,William E. Grady Career and Technical Education High School,DOE,High school,"09,10,11,12,SE",Jul 1 1957,25 BRIGHTON 4TH ROAD,BROOKLYN,NY,11235,Tarah Montalbano,21,A,B,A,B,.,A,A,A,,,,,,,,
21K690,Brooklyn Studio Secondary School,DOE,Secondary School,"06,07,08,09,10,11,12,SE",Jul 1 1999,8310 21ST AVENUE,BROOKLYN,NY,11214,Andrea Ciliotta,21,B,B,B,A,.,B,B,A,,,,,,,,
21K728,Liberation Diploma Plus,DOE,High school,"09,10,11,12",Jul 1 2007,2865 WEST 19TH STREET,BROOKLYN,NY,11224,APRIL LEONG,21,C,B,B,C,.,A,A,B,,,,,,,,
22K014,J.H.S. 014 Shell Bank,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1952,2424 BATCHELDER STREET,BROOKLYN,NY,11235,Teri Ahearn,22,A,A,B,B,.,B,C,B,,,,,,,,
22K052,P.S. 052 Sheepshead Bay,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1950,2675 EAST 29 STREET,BROOKLYN,NY,11235,Rafael Alvarez,22,A,A,B,B,.,A,A,B,,,,,,,,
22K078,J.H.S. 078 Roy H. Mann,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1964,1420 EAST 68 STREET,BROOKLYN,NY,11234,Anthony Cusumano,22,A,A,B,C,.,B,A,B,,,,,,,,
22K109,P.S. 109,DOE,K-8,"0K,01,02,03,04,05,06,07,08,SE",Sep 8 1995,1001 EAST 45 STREET,BROOKLYN,NY,11203,Dwight Chase,22,A,A,A,B,.,B,B,B,,,,,,,,
22K119,P.S. 119 Amersfort,DOE,Elementary,"0K,01,02,03,04,05,SE",Jul 1 1904,3829 AVENUE K,BROOKLYN,NY,11210,LISA FERNANDEZ,22,A,B,A,A,.,A,A,A,,,,,,,,
22K134,P.S. K134,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1999,4001 18 AVENUE,BROOKLYN,NY,11218,DEBRA RAMSARAN,22,A,A,A,A,.,A,A,A,,,,,,,,
22K139,P.S. 139 Alexine A. Fenty,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1902,330 RUGBY ROAD,BROOKLYN,NY,11226,MARY MCDONALD,22,B,B,C,A,.,,,,,,,,,,,
22K152,School of Science & Technology,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1907,725 EAST 23 STREET,BROOKLYN,NY,11210,Carol Sheldrick,22,A,B,B,C,A,B,B,B,,,,,,,,
22K193,P.S. 193 Gil Hodges,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1924,2515 AVENUE L,BROOKLYN,NY,11210,Tami Flynn,22,A,B,B,A,A,A,A,A,,,,,,,,
22K194,P.S. 194 Raoul Wallenberg,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1929,3117 AVENUE W,BROOKLYN,NY,11229,Mary Zissler-Lynch,22,B,B,C,C,B,B,B,B,,,,,,,,
22K195,P.S. 195 Manhattan Beach,DOE,Elementary,"PK,0K,01,02,03,04,05",Jul 1 1949,131 IRWIN STREET,BROOKLYN,NY,11235,BERNADETTE TOOMEY,22,B,C,C,A,.,B,B,B,,,,,,,,
22K197,P.S. 197 - The Kings Highway Academy,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1925,1599 EAST 22 STREET,BROOKLYN,NY,11210,Rosemarie Barbiere Nicoletti,22,B,B,C,B,B,B,B,B,,,,,,,,
22K198,P.S. 198 Brooklyn,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1931,4105 FARRAGUT ROAD,BROOKLYN,NY,11210,Joy ann Morgan,22,A,A,B,A,.,B,B,B,,,,,,,,
22K203,P.S. 203 Floyd Bennett School,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1927,5101 AVENUE M,BROOKLYN,NY,11234,LISA ESPOSITO,22,A,A,A,B,.,B,A,B,,,,,,,,
22K206,P.S. 206 Joseph F Lamb,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1925,2200 GRAVESEND NECK ROAD,BROOKLYN,NY,11229,DEIRDRE KEYES,22,.,.,.,.,.,,,,,,,,,,,
22K207,P.S. 207 Elizabeth G. Leary,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1926,4011 FILLMORE AVENUE,BROOKLYN,NY,11234,MARY BOSCO,22,D,C,C,C,B,B,B,A,,,,,,,,
22K217,P.S. 217 Colonel David Marcus School,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1925,1100 NEWKIRK AVENUE,BROOKLYN,NY,11230,FRANCA CONTI,22,A,A,A,A,.,D,.,.,,,,,,,,
22K222,P.S. 222 Katherine R. Snyder,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1929,3301 QUENTIN ROAD,BROOKLYN,NY,11234,Theresa Olivieri,22,B,D,A,A,.,A,.,.,,,,,,,,
22K234,J.H.S. 234 Arthur W. Cunningham,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1937,1875 EAST 17 STREET,BROOKLYN,NY,11229,SUSAN SCHAEFFER,22,A,A,A,B,.,,,,,,,,,,,
22K236,P.S. 236 Mill Basin,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1933,6302 AVENUE U,BROOKLYN,NY,11234,Salil Paingankar,22,,,,,.,B,A,B,,,,,,,,
22K240,Andries Hudde,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1951,2500 NOSTRAND AVENUE,BROOKLYN,NY,11210,Elena S. O'Sullivan/GINA VOTINELLI,22,A,A,B,B,.,B,C,C,,,,,,,,
22K245,P.S. 245,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1999,249 EAST 17TH STREET,BROOKLYN,NY,11226,ERICA WILLIAMS,22,A,B,B,B,.,C,B,B,,,,,,,,
22K251,P.S. 251 Paerdegat,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1952,1037 EAST 54 STREET,BROOKLYN,NY,11234,STEVEN BOYER,22,A,A,A,A,.,B,A,A,,,,,,,,
22K254,P.S. 254 Dag Hammarskjold,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1938,1801 AVENUE Y,BROOKLYN,NY,11235,LINDA ALHONOTE,22,A,B,A,B,.,A,A,A,,,,,,,,
22K255,P.S. 255 Barbara Reing School,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1953,1866 EAST 17 STREET,BROOKLYN,NY,11229,Kelly Mccann,22,D,F,C,B,.,A,A,A,,,,,,,,
22K269,P.S. 269 Nostrand,DOE,Elementary,"03,04,05,SE",Jul 1 1952,1957 NOSTRAND AVENUE,BROOKLYN,NY,11210,Jazmine Santiago,22,C,C,B,C,.,C,C,B,,,,,,,,
22K277,P.S. 277 Gerritsen Beach,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1953,2529 GERRITSEN AVENUE,BROOKLYN,NY,11229,JEANNE FISH,22,A,A,A,A,.,A,B,B,,,,,,,,
22K278,J.H.S. 278 Marine Park,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1957,1925 STUART STREET,BROOKLYN,NY,11229,DEBRA GAROFALO,22,C,D,B,A,.,A,A,A,,,,,,,,
22K312,P.S. 312 Bergen Beach,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1966,7103 AVENUE T,BROOKLYN,NY,11234,Diane Denning,22,C,D,F,A,.,B,B,B,,,,,,,,
22K315,P.S. K315,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Apr 23 1999,2310 GLENWOOD ROAD,BROOKLYN,NY,11210,Judith Ranft,22,B,B,B,C,.,C,C,B,,,,,,,,
22K326,P.S. 326,DOE,Early Childhood,"PK,0K,01,02,SE",Jul 1 2000,1800 UTICA AVENUE,BROOKLYN,NY,11234,Colleen M. Ducey,22,B,B,B,B,.,B,B,A,,,,,,,,
22K361,P.S. 361 East Flatbush Early Childhood School,DOE,Early Childhood,"PK,0K,01,02,SE",Jul 1 1999,3109 NEWKIRK AVENUE,BROOKLYN,NY,11226,TIFFANY FRAZIER,22,,,,,.,C,A,C,,,,,,,,
22K381,I. S. 381,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1999,1599 EAST 22 STREET,BROOKLYN,NY,11210,MARY HARRINGTON,22,A,A,A,C,.,B,B,B,,,,,,,,
22K405,Midwood High School,DOE,High school,"09,10,11,12,SE",Jul 1 1940,2839 BEDFORD AVENUE,BROOKLYN,NY,11210,MICHAEL MCDONNELL,22,A,A,B,B,.,B,B,C,,,,,,,,
22K425,James Madison High School,DOE,High school,"09,10,11,12,SE",Jul 1 1925,3787 BEDFORD AVENUE,BROOKLYN,NY,11229,Jodie Cohen,22,C,C,C,B,.,B,B,B,,,,,,,,
22K495,Sheepshead Bay High School,DOE,High school,"09,10,11,12,SE",Jul 1 1959,3000 AVENUE X,BROOKLYN,NY,11235,John Omahoney,22,B,B,B,B,.,B,A,C,,,,,,,,
22K535,Leon M. Goldstein High School for the Sciences,DOE,High school,"09,10,11,12,SE",Jul 1 2002,1830 SHORE BOULEVARD,BROOKLYN,NY,11235,Scott Hughes,22,A,A,B,B,.,C,C,B,,,,,,,,
22K555,Brooklyn College Academy,DOE,Secondary School,"08,09,10,11,12,SE",Jul 1 1999,350 CONEY ISLAND AVENUE,BROOKLYN,NY,11218,NICHOLAS MAZZARELLA,15,B,B,B,B,.,B,B,A,,,,,,,,
22K611,Origins High School,DOE,High school,"09,SE",Jul 1 2013,3000 AVENUE X,BROOKLYN,NY,11235,JOHN BANKS,22,B,C,B,A,.,A,B,A,,,,,,,,
22K630,Professional Pathways High School,DOE,High school,"09,10,11,12",Jul 1 2013,3000 AVENUE X,BROOKLYN,NY,11235,DAVID DECAMP,22,B,B,B,A,.,A,C,C,,,,,,,,
23K041,P.S. 041 Francis White,DOE,K-8,"0K,01,02,03,04,05,06,07,08,SE",Jul 1 1965,411 THATFORD AVENUE,BROOKLYN,NY,11212,Theresa Siegel,23,A,A,B,A,.,C,B,B,,,,,,,,
23K073,P.S. 073 Thomas S. Boyland,DOE,K-8,"03,04,05,07,08,SE",Jul 1 1889,251 MCDOUGAL STREET,BROOKLYN,NY,11233,Kenya Stowe,23,B,B,A,B,.,B,A,A,,,,,,,,
23K137,P.S./I.S. 137 Rachel Jean Mitchell,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1902,121 SARATOGA AVENUE,BROOKLYN,NY,11233,Zina Cooper,23,A,B,B,A,.,A,A,A,,,,,,,,
23K150,P.S. 150 Christopher,DOE,K-8,"0K,01,02,03,04,05,SE",Jul 1 1907,364 SACKMAN STREET,BROOKLYN,NY,11212,Pamela Bradley Muchere,23,B,B,A,C,.,A,A,B,,,,,,,,
23K155,P.S./ I.S. 155 Nicholas Herkimer,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1908,1355 HERKIMER STREET,BROOKLYN,NY,11233,NELLY CORTES,23,,,,,.,A,B,A,,,,,,,,
23K156,P.S. 156 Waverly,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1999,104 SUTTER AVENUE,BROOKLYN,NY,11212,BEVERLY LOGAN,23,B,B,A,C,.,A,A,B,,,,,,,,
23K165,P.S. 165 Ida Posner,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1912,76 LOTT AVENUE,BROOKLYN,NY,11212,Fran Ellers,23,,,,,.,B,B,C,,,,,,,,
23K178,P.S. 178 Saint Clair Mckelway,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1915,2163 DEAN STREET,BROOKLYN,NY,11233,JOSEPH FRANTZ HENRY,23,B,B,D,B,C,B,B,C,,,,,,,,
23K184,P.S. 184 Newport,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1923,273 NEWPORT STREET,BROOKLYN,NY,11212,LAMSON LAM,23,B,B,B,C,B,B,B,B,,,,,,,,
23K284,P.S. 284 Lew Wallace,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1906,213 OSBORN STREET,BROOKLYN,NY,11212,Keva Pitts,23,B,C,B,C,B,C,B,B,,,,,,,,
23K298,P.S. 298 Dr. Betty Shabazz,DOE,K-8,"PK,0K,01,02,03,04,05,08,SE",Jul 1 1960,85 WATKINS STREET,BROOKLYN,NY,11212,Jonathan Dill,23,B,C,C,B,B,C,C,C,,,,,,,,
23K323,P.S./I.S. 323,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 2000,210 CHESTER STREET,BROOKLYN,NY,11212,LINDA HARRIS,23,A,A,A,A,A,B,B,B,,,,,,,,
23K327,P.S. 327 Dr. Rose B. English,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1967,111 BRISTOL STREET,BROOKLYN,NY,11212,Mickisha Goss,23,A,A,A,B,.,B,B,B,,,,,,,,
23K363,Brownsville Collaborative Middle School,DOE,Junior High-Intermediate-Middle,"06,07,SE",Jul 1 2012,85 WATKINS STREET,BROOKLYN,NY,11212,Stacey Walsh,23,A,B,A,B,A,,,,,,,,,,,
23K392,I.S. 392,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 2001,104 SUTTER AVENUE,BROOKLYN,NY,11212,Ingrid Joseph,23,B,B,B,B,B,B,B,A,,,,,,,,
23K401,Christopher Avenue Community School,DOE,Elementary,"PK,0K,01,02,03,04,SE",Jul 1 2011,51 CHRISTOPHER AVENUE,BROOKLYN,NY,11212,Deon Mitchell,23,B,B,C,C,B,B,C,C,,,,,,,,
23K446,Riverdale Avenue Community School,DOE,Elementary,"PK,0K,01,02,03,SE",Jul 1 2012,76 RIVERDALE AVENUE,BROOKLYN,NY,11212,Meghan K. Dunn,23,A,A,A,B,D,B,B,,,,,,,,,
23K493,Brooklyn Collegiate: A College Board School,DOE,Secondary School,"08,09,10,11,12,SE",Sep 8 2004,2021 BERGEN STREET,BROOKLYN,NY,11233,AMOTE SIAS,23,B,A,C,A,C,B,D,,,,,,,,,
23K514,Frederick Douglass Academy VII High School,DOE,High school,"09,10,11,12,SE",Sep 8 2004,226 BRISTOL STREET,BROOKLYN,NY,11212,Tamika Matheson,23,C,D,C,B,C,B,B,D,,,,,,,,
23K518,Kappa V,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Sep 8 2004,985 ROCKAWAY AVENUE,BROOKLYN,NY,11212,THOMAS MULLIN,23,C,C,A,F,.,A,B,A,,,,,,,,
23K522,Mott Hall IV,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Sep 8 2004,1137 HERKIMER STREET,BROOKLYN,NY,11233,THOMAS MCBRYDE JR,23,C,C,C,F,C,B,C,A,,,,,,,,
23K599,Brooklyn Landmark Elementary School,DOE,Elementary,"PK,0K,01,02,SE",Jul 1 2013,251 MCDOUGAL STREET,BROOKLYN,NY,11233,ROBIN WILLIAMS,23,B,B,B,B,B,B,A,A,,,,,,,,
23K631,General D. Chappie James Elementary School of Science,DOE,Elementary,"04,05,SE",Jul 1 2008,76 RIVERDALE AVENUE,BROOKLYN,NY,11212,Karen Valbrun Cohen,23,B,B,B,C,.,B,A,C,,,,,,,,
23K634,General D. Chappie James Middle School of Science,DOE,Junior High-Intermediate-Middle,"07,08,SE",Jul 1 2008,76 RIVERDALE AVENUE,BROOKLYN,NY,11212,Drew Goodman,23,B,A,B,D,.,C,C,B,,,,,,,,
23K643,Brooklyn Democracy Academy,DOE,High school,"09,10,11,12,SE",Jul 1 2008,985 ROCKAWAY AVENUE,BROOKLYN,NY,11212,ANDREW BROWN,23,C,C,C,C,.,C,C,C,,,,,,,,
23K644,Eagle Academy for Young Men II,DOE,Junior High-Intermediate-Middle,"06,07,08,09,10,11,SE",Jul 1 2008,1137 HERKIMER STREET,BROOKLYN,NY,11233,RASHAD MEADE,23,B,B,B,A,.,B,C,B,,,,,,,,
23K646,Aspirations Diploma Plus High School,DOE,High school,"09,10,11,12,SE",Jul 1 2008,1495 HERKIMER STREET,BROOKLYN,NY,11233,Shermila Bharat,23,B,B,C,A,.,B,B,B,,,,,,,,
23K647,Metropolitan Diploma Plus High School,DOE,High school,"09,10,11,12",Jul 1 2008,985 ROCKAWAY AVENUE,BROOKLYN,NY,11212,MERI YALLOWITZ,23,A,A,A,A,.,A,A,A,,,,,,,,
23K664,Brooklyn Environmental Exploration School (BEES),DOE,Junior High-Intermediate-Middle,"06,SE",Jul 1 2013,251 MCDOUGAL STREET,BROOKLYN,NY,11233,CRAIG GARBER,23,C,C,B,C,.,D,B,C,,,,,,,,
23K668,Riverdale Avenue Middle School,DOE,Junior High-Intermediate-Middle,"06,SE",Jul 1 2013,76 RIVERDALE AVENUE,BROOKLYN,NY,11212,KIERSTEN WARD,23,B,B,B,B,.,B,B,C,,,,,,,,
23K671,Mott Hall Bridges Academy,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 2010,210 CHESTER STREET,BROOKLYN,NY,11212,Nadia Lopez,23,A,A,B,B,.,C,C,B,,,,,,,,
23K697,Teachers Preparatory High School,DOE,Secondary School,"06,07,08,09,10,11,12,SE",Jul 1 2001,226 BRISTOL STREET,BROOKLYN,NY,11212,Carmen Simon,23,B,B,A,B,.,B,C,C,,,,,,,,
24Q005,I.S. 5 - The Walter Crowley Intermediate School,DOE,Junior High-Intermediate-Middle,"06,07,08,09,SE",Jul 1 1997,50-40 JACOBUS STREET,QUEENS,NY,11373,Kelly Nepogoda,24,B,B,A,C,.,A,B,A,,,,,,,,
24Q007,P.S. 007 Louis F. Simeone,DOE,Elementary,"0K,01,02,03,SE",Jul 1 1994,80-55 CORNISH AVENUE,QUEENS,NY,11373,SARA TUCCI,24,A,A,B,A,.,B,B,A,,,,,,,,
24Q012,P.S. 012 James B. Colgate,DOE,Elementary,"0K,01,02,03,04,05,SE",Jul 1 1929,42-00 72 STREET,QUEENS,NY,11377,Stephanie Moskos,24,B,B,C,B,.,C,B,C,,,,,,,,
